<TICKER>,<DTYYYYMMDD>,<FIRST>,<HIGH>,<LOW>,<CLOSE>,<VALUE>,<VOL>,<OPENINT>,<PER>,<OPEN>,<LAST>
Gold.Coin.140012,20200905,1120331.00,1120331.00,1120331.00,1120331.00,31481301100,28100,35,D,1109239.00,1120331.00
Gold.Coin.140012,20200902,1109239.00,1109239.00,1109239.00,1109239.00,71989611100,64900,32,D,1098257.00,1109239.00
Gold.Coin.140012,20200901,1098257.00,1098257.00,1098257.00,1098257.00,3514422400,3200,9,D,1087384.00,1098257.00
Gold.Coin.140012,20200831,1087384.00,1087384.00,1087384.00,1087384.00,8590333600,7900,17,D,1076598.00,1087384.00
Gold.Coin.140012,20200826,1076622.00,1076622.00,1070500.00,1076598.00,138988819300,129100,101,D,1069300.00,1076622.00
Gold.Coin.140012,20200825,1072997.00,1072997.00,1064000.00,1069300.00,186058168200,174000,224,D,1062622.00,1067000.00
Gold.Coin.140012,20200824,1064111.00,1069999.00,1062365.00,1062622.00,164706450400,155000,236,D,1073571.00,1062365.00
Gold.Coin.140012,20200823,1073955.00,1073955.00,1070000.00,1073571.00,206018283200,191900,235,D,1068931.00,1070005.00
Gold.Coin.140012,20200822,1080000.00,1080000.00,1063175.00,1068931.00,71190838900,66600,162,D,1080737.00,1063175.00
Gold.Coin.140012,20200819,1069453.00,1091057.00,1069453.00,1080737.00,179834637300,166400,279,D,1085942.00,1090800.00
Gold.Coin.140012,20200818,1096900.00,1096900.00,1079000.00,1085942.00,194274978500,178900,291,D,1087955.00,1080000.00
Gold.Coin.140012,20200817,1087955.00,1087955.00,1087955.00,1087955.00,70608279500,64900,77,D,1077184.00,1087955.00
Gold.Coin.140012,20200816,1077184.00,1077184.00,1077184.00,1077184.00,3662425600,3400,25,D,1088064.00,1077184.00
Gold.Coin.140012,20200815,1088064.00,1088064.00,1088064.00,1088064.00,2176128000,2000,13,D,1099054.00,1088064.00
Gold.Coin.140012,20200812,1099054.00,1099054.00,1099054.00,1099054.00,18683918000,17000,24,D,1110873.00,1099054.00
Gold.Coin.140012,20200811,1110165.00,1118000.00,1110155.00,1110873.00,326374401700,293800,328,D,1121368.00,1110155.00
Gold.Coin.140012,20200810,1121368.00,1121368.00,1121368.00,1121368.00,2018462400,1800,14,D,1132694.00,1121368.00
Gold.Coin.140012,20200809,1132694.00,1132694.00,1132694.00,1132694.00,7135972200,6300,27,D,1144135.00,1132694.00
Gold.Coin.140012,20200805,1144135.00,1144135.00,1144135.00,1144135.00,7665704500,6700,15,D,1132881.00,1144135.00
Gold.Coin.140012,20200804,1132881.00,1132881.00,1132881.00,1132881.00,76242891300,67300,68,D,1121665.00,1132881.00
Gold.Coin.140012,20200803,1121665.00,1121665.00,1121665.00,1121665.00,47334263000,42200,61,D,1112888.00,1121665.00
Gold.Coin.140012,20200802,1112908.00,1112908.00,1102000.00,1112888.00,203881001800,183200,237,D,1101890.00,1112908.00
Gold.Coin.140012,20200801,1101890.00,1101890.00,1101890.00,1101890.00,11900412000,10800,17,D,1090981.00,1101890.00
Gold.Coin.140012,20200729,1090981.00,1090981.00,1090981.00,1090981.00,5236708800,4800,17,D,1080180.00,1090981.00
Gold.Coin.140012,20200728,1080180.00,1080180.00,1080180.00,1080180.00,2268378000,2100,6,D,1069486.00,1080180.00
Gold.Coin.140012,20200727,1069486.00,1069486.00,1069486.00,1069486.00,21282771400,19900,27,D,1058898.00,1069486.00
Gold.Coin.140012,20200726,1058898.00,1058898.00,1058898.00,1058898.00,16307029200,15400,17,D,1048414.00,1058898.00
Gold.Coin.140012,20200725,1048414.00,1048414.00,1048414.00,1048414.00,5451752800,5200,11,D,1042668.00,1048414.00
Gold.Coin.140012,20200722,1040000.00,1052000.00,1030000.00,1042668.00,113546496500,108900,284,D,1028541.00,1044490.00
Gold.Coin.140012,20200721,1027989.00,1041000.00,1027989.00,1028541.00,429313172300,417400,453,D,1091378.00,1036990.00
Gold.Coin.140012,20200720,1098599.00,1098599.00,1076845.00,1091378.00,387548473300,355100,542,D,1087722.00,1079000.00
Gold.Coin.140012,20200719,1087722.00,1087722.00,1087722.00,1087722.00,2392988400,2200,7,D,1076953.00,1087722.00
Gold.Coin.140012,20200718,1076953.00,1076953.00,1076953.00,1076953.00,969257700,900,5,D,1066291.00,1076953.00
Gold.Coin.140012,20200715,1066291.00,1066291.00,1066291.00,1066291.00,4158534900,3900,14,D,1055734.00,1066291.00
Gold.Coin.140012,20200714,1055734.00,1055734.00,1055734.00,1055734.00,2533761600,2400,7,D,1045282.00,1055734.00
Gold.Coin.140012,20200713,1045282.00,1045282.00,1045282.00,1045282.00,4181128000,4000,16,D,1034933.00,1045282.00
Gold.Coin.140012,20200712,1034933.00,1034933.00,1034933.00,1034933.00,42018279800,40600,56,D,1024687.00,1034933.00
Gold.Coin.140012,20200711,1024687.00,1024687.00,1024687.00,1024687.00,4713560200,4600,15,D,1014542.00,1024687.00
Gold.Coin.140012,20200708,1014542.00,1014542.00,1014542.00,1014542.00,5072710000,5000,10,D,1005691.00,1014542.00
Gold.Coin.140012,20200707,1005000.00,1021242.00,1001020.00,1005691.00,191483529900,190400,394,D,1009705.00,1021242.00
Gold.Coin.140012,20200706,1012819.00,1012819.00,992765.00,1009705.00,210018651300,208000,421,D,1002792.00,992765.00
Gold.Coin.140012,20200705,1002792.00,1002792.00,1002792.00,1002792.00,16846905600,16800,39,D,9550407.00,1002792.00
Gold.Coin.140012,20200704,9550407.00,9550407.00,9550407.00,9550407.00,1719073260,180,13,D,9095626.00,9550407.00
Gold.Coin.140012,20200701,9095626.00,9095626.00,9095626.00,9095626.00,69945363940,7690,39,D,9005571.00,9095626.00
Gold.Coin.140012,20200630,9005571.00,9005571.00,9005571.00,9005571.00,16570250640,1840,46,D,8924454.00,9005571.00
Gold.Coin.140012,20200628,8800000.00,8941425.00,8800000.00,8924454.00,154393054680,17300,317,D,8554942.00,8940000.00
Gold.Coin.140012,20200627,8420030.00,8665000.00,8420030.00,8554942.00,96927490700,11330,319,D,8535055.00,8665000.00
Gold.Coin.140012,20200624,8669900.00,8669900.00,8500000.00,8535055.00,112577374460,13190,376,D,8727672.00,8502112.00
Gold.Coin.140012,20200623,8780000.00,8780000.00,8654332.00,8727672.00,64322945600,7370,283,D,8405234.00,8715000.00
Gold.Coin.140012,20200622,8296010.00,8444000.00,8296007.00,8405234.00,105401629130,12540,351,D,8115506.00,8424999.00
Gold.Coin.140012,20200621,8048000.00,8170000.00,8048000.00,8115506.00,65735604520,8100,317,D,7937283.00,8164000.00
Gold.Coin.140012,20200620,7940000.00,7998999.00,7900000.00,7937283.00,113185652870,14260,391,D,7790683.00,7959000.00
Gold.Coin.140012,20200616,7750000.00,7830000.00,7730000.00,7790683.00,95981221060,12320,331,D,7700926.00,7790000.00
Gold.Coin.140012,20200615,7707524.00,7729999.00,7653000.00,7700926.00,85480278550,11100,334,D,7608270.00,7655208.00
Gold.Coin.140012,20200614,7581000.00,7630000.00,7581000.00,7608270.00,113515393550,14920,249,D,7549865.00,7603201.00
Gold.Coin.140012,20200613,7599500.00,7599500.00,7530001.00,7549865.00,138993020050,18410,408,D,7525310.00,7542000.00
Gold.Coin.140012,20200610,7530000.00,7553999.00,7500000.00,7525310.00,78112724420,10380,247,D,7372601.00,7501000.00
Gold.Coin.140012,20200609,7321000.00,7405000.00,7321000.00,7372601.00,42539909070,5770,202,D,7251380.00,7390000.00
Gold.Coin.140012,20200608,7263000.00,7270000.00,7241003.00,7251380.00,40462699820,5580,212,D,7284695.00,7260000.00
Gold.Coin.140012,20200607,7299888.00,7327990.00,7220000.00,7284695.00,58787490600,8070,267,D,7213202.00,7290000.00
Gold.Coin.140012,20200606,7359000.00,7359000.00,7162000.00,7213202.00,166552839110,23090,579,D,7401334.00,7187000.00
Gold.Coin.140012,20200602,7429907.00,7429907.00,7385000.00,7401334.00,100658141870,13600,310,D,7432397.00,7400000.00
Gold.Coin.140012,20200601,7440000.00,7479993.00,7400006.00,7432397.00,95134684240,12800,264,D,7358117.00,7451000.00
Gold.Coin.140012,20200531,7387947.00,7400000.00,7340000.00,7358117.00,53493514260,7270,213,D,7421306.00,7368114.00
Gold.Coin.140012,20200530,7522222.00,7619838.00,7300000.00,7421306.00,122971037860,16570,341,D,7471374.00,7415000.00
Gold.Coin.140012,20200527,7471374.00,7471374.00,7471374.00,7471374.00,174157727940,23310,166,D,7548515.00,7471374.00
Gold.Coin.140012,20200526,7599888.00,7632000.00,7545999.00,7548515.00,262537000000,34780,344,D,7646362.00,7550000.00
Gold.Coin.140012,20200523,7694000.00,7694000.00,7600000.00,7646362.00,141381235030,18490,324,D,7587832.00,7632000.00
Gold.Coin.140012,20200520,7510000.00,7620563.00,7510000.00,7587832.00,359207966000,47340,358,D,7545112.00,7620563.00
Gold.Coin.140012,20200519,7545112.00,7545112.00,7545112.00,7545112.00,186892424240,24770,148,D,7621325.00,7545112.00
Gold.Coin.140012,20200513,7621325.00,7621325.00,7621325.00,7621325.00,196935038000,25840,148,D,7545867.00,7621325.00
Gold.Coin.140012,20200512,7545867.00,7545867.00,7545867.00,7545867.00,56895837180,7540,55,D,7471156.00,7545867.00
Gold.Coin.140012,20200511,7471156.00,7471156.00,7471156.00,7471156.00,180353705840,24140,97,D,7397185.00,7471156.00
Gold.Coin.140012,20200510,7397185.00,7397185.00,7397185.00,7397185.00,2293127350,310,10,D,7397936.00,7397185.00
Gold.Coin.140012,20200509,7399999.00,7500000.00,7297887.00,7397936.00,105494568700,14260,407,D,7297885.00,7439000.00
Gold.Coin.140012,20200506,7398500.00,7398500.00,7166000.00,7297885.00,62177979160,8520,275,D,7298483.00,7199000.00
Gold.Coin.140012,20200505,7109000.00,7399000.00,7109000.00,7298483.00,126555696490,17340,450,D,7142901.00,7330000.00
Gold.Coin.140012,20200504,7177000.00,7205000.00,7090000.00,7142901.00,167358178690,23430,539,D,7004397.00,7166000.00
Gold.Coin.140012,20200503,6950000.00,7130000.00,6860020.00,7004397.00,317089047080,45270,755,D,6888288.00,7090000.00
Gold.Coin.140012,20200502,6885888.00,6918500.00,6774999.00,6888288.00,202928985310,29460,627,D,6856273.00,6900000.00
Gold.Coin.140012,20200429,6759900.00,6955000.00,6758000.00,6856273.00,255396179430,37250,595,D,6706780.00,6878000.00
Gold.Coin.140012,20200428,6770000.00,6770000.00,6680000.00,6706780.00,196106254510,29240,513,D,6818966.00,6714996.00
Gold.Coin.140012,20200427,6770000.00,6916000.00,6740000.00,6818966.00,201568627720,29560,568,D,6744431.00,6800001.00
Gold.Coin.140012,20200426,6698996.00,6824999.00,6630001.00,6744431.00,253455725310,37580,737,D,6582968.00,6816999.00
Gold.Coin.140012,20200425,6622000.00,6622000.00,6530000.00,6582968.00,231588827160,35180,802,D,6549523.00,6593801.00
Gold.Coin.140012,20200422,6500000.00,6599986.00,6490000.00,6549523.00,120576722080,18410,473,D,6390265.00,6578000.00
Gold.Coin.140012,20200421,6390000.00,6420000.00,6340555.00,6390265.00,173048381430,27080,588,D,6308034.00,6387000.00
Gold.Coin.140012,20200420,6300000.00,6341000.00,6280001.00,6308034.00,145147873640,23010,560,D,6302557.00,6280001.00
Gold.Coin.140012,20200419,6321000.00,6325000.00,6270000.00,6302557.00,139664669050,22160,564,D,6431438.00,6300000.00
Gold.Coin.140012,20200418,6525500.00,6530000.00,6380000.00,6431438.00,192042750340,29860,736,D,6637471.00,6399000.00
Gold.Coin.140012,20200415,6639999.00,6699900.00,6611002.00,6637471.00,78720409690,11860,285,D,6674719.00,6641000.00
Gold.Coin.140012,20200414,6769229.00,6769501.00,6600000.00,6674719.00,196503734900,29440,620,D,6733281.00,6688005.00
Gold.Coin.140012,20200413,6749999.00,6795000.00,6701000.00,6733281.00,98844571200,14680,281,D,6770922.00,6730666.00
Gold.Coin.140012,20200412,6730000.00,6799000.00,6730000.00,6770922.00,144423770980,21330,404,D,6647291.00,6765011.00
Gold.Coin.140012,20200411,6620018.00,6704999.00,6590000.00,6647291.00,100706463460,15150,396,D,6599386.00,6685005.00
Gold.Coin.140012,20200408,6600003.00,6660050.00,6571000.00,6599386.00,113509438950,17200,303,D,6724136.00,6614000.00
Gold.Coin.140012,20200407,6770000.00,6848999.00,6661000.00,6724136.00,147594787240,21950,550,D,6832539.00,6676000.00
Gold.Coin.140012,20200406,6948999.00,6948999.00,6770000.00,6832539.00,107817477000,15780,440,D,6923966.00,6775014.00
Gold.Coin.140012,20200405,6810000.00,6987654.00,6810000.00,6923966.00,148934509710,21510,386,D,6811170.00,6918000.00
Gold.Coin.140012,20200404,6900001.00,6970000.00,6766000.00,6811170.00,73356298770,10770,364,D,6954524.00,6790000.00
Gold.Coin.140012,20200330,6801001.00,7049910.00,6801001.00,6954524.00,120661002450,17350,415,D,6720591.00,7000001.00
Gold.Coin.140012,20200329,6750000.00,6760000.00,6605001.00,6720591.00,79168560500,11780,369,D,6553906.00,6760000.00
Gold.Coin.140012,20200328,6521111.00,6599800.00,6521111.00,6553906.00,123868834760,18900,418,D,6491817.00,6576000.00
Gold.Coin.140012,20200325,6529996.00,6560000.00,6411001.00,6491817.00,151519018930,23340,315,D,6508276.00,6507918.00
Gold.Coin.140012,20200324,6404000.00,6579994.00,6370001.00,6508276.00,69638551900,10700,382,D,6343943.00,6540000.00
Gold.Coin.140012,20200318,6290000.00,6380000.00,6280000.00,6343943.00,105372896150,16610,461,D,6270035.00,6364992.00
Gold.Coin.140012,20200317,6279999.00,6317999.00,6190000.00,6270035.00,131921536800,21040,381,D,6277130.00,6300000.00
Gold.Coin.140012,20200316,6395000.00,6395000.00,6155222.00,6277130.00,167222755260,26640,602,D,6155296.00,6175000.00
Gold.Coin.140012,20200315,6150000.00,6193000.00,6122000.00,6155296.00,50719638160,8240,239,D,6022473.00,6153333.00
Gold.Coin.140012,20200314,5923225.00,6150000.00,5923225.00,6022473.00,158210370600,26270,478,D,6234973.00,6089992.00
Gold.Coin.140012,20200311,6168000.00,6398760.00,6111116.00,6234973.00,65778969470,10550,228,D,6179291.00,6224999.00
Gold.Coin.140012,20200310,6211000.00,6211000.00,6156000.00,6179291.00,47395163670,7670,321,D,6316414.00,6161108.00
Gold.Coin.140012,20200309,6288289.00,6399999.00,6210000.00,6316414.00,132771036870,21020,556,D,6109523.00,6340000.00
Gold.Coin.140012,20200307,6114999.00,6129999.00,6020000.00,6109523.00,275967157090,45170,303,D,6016950.00,6120000.00
Gold.Coin.140012,20200304,5955000.00,6050000.00,5950000.00,6016950.00,43803398520,7280,184,D,5943072.00,6050000.00
Gold.Coin.140012,20200303,6100000.00,6100000.00,5870000.00,5943072.00,82252116550,13840,367,D,6125072.00,5930000.00
Gold.Coin.140012,20200302,6100000.00,6157777.00,6020001.00,6125072.00,326466366640,53300,491,D,5905340.00,6074000.00
Gold.Coin.140012,20200301,5800001.00,5990000.00,5800000.00,5905340.00,173557951560,29390,663,D,5788802.00,5979997.00
Gold.Coin.140012,20200229,5788802.00,5788802.00,5788802.00,5788802.00,59103668420,10210,96,D,6093475.00,5788802.00
Gold.Coin.140012,20200226,6122222.00,6149899.00,6065002.00,6093475.00,96642524480,15860,363,D,6066337.00,6147999.00
Gold.Coin.140012,20200225,6250000.00,6250000.00,6012000.00,6066337.00,239195686480,39430,612,D,6107239.00,6080000.00
Gold.Coin.140012,20200224,6050000.00,6133086.00,6020000.00,6107239.00,145901940240,23890,405,D,5841035.00,6133086.00
Gold.Coin.140012,20200223,5848160.00,5848160.00,5793001.00,5841035.00,232590011500,39820,758,D,5569677.00,5795000.00
Gold.Coin.140012,20200222,5569677.00,5569677.00,5569677.00,5569677.00,36035810190,6470,36,D,5304455.00,5569677.00
Gold.Coin.140012,20200219,5350000.00,5350000.00,5299000.00,5304455.00,15170740700,2860,51,D,5278955.00,5320002.00
Gold.Coin.140012,20200218,5299950.00,5299950.00,5250000.00,5278955.00,58860351890,11150,344,D,5250092.00,5252005.00
Gold.Coin.140012,20200217,5240000.00,5285693.00,5230000.00,5250092.00,50453391170,9610,302,D,5209083.00,5230000.00
Gold.Coin.140012,20200216,5230000.00,5240000.00,5180000.00,5209083.00,71937442620,13810,387,D,5208042.00,5187998.00
Gold.Coin.140012,20200215,5185000.00,5234999.00,5165001.00,5208042.00,108379352400,20810,523,D,5155004.00,5231000.00
Gold.Coin.140012,20200212,5180000.00,5197000.00,5141600.00,5155004.00,82840919210,16070,366,D,5160010.00,5152000.00
Gold.Coin.140012,20200210,5124000.00,5195000.00,5124000.00,5160010.00,72549741950,14060,359,D,5115834.00,5144900.00
Gold.Coin.140012,20200209,5118990.00,5139000.00,5085000.00,5115834.00,105079239380,20540,457,D,5061083.00,5126000.00
Gold.Coin.140012,20200208,5050000.00,5080000.00,5045000.00,5061083.00,94338591740,18640,365,D,4987373.00,5058000.00
Gold.Coin.140012,20200205,4991000.00,5015000.00,4967000.00,4987373.00,142938129560,28660,410,D,5029014.00,5000000.00
Gold.Coin.140012,20200204,5010000.00,5046899.00,4990001.00,5029014.00,107972929190,21470,284,D,5027075.00,5026494.00
Gold.Coin.140012,20200203,5063798.00,5063798.00,5000010.00,5027075.00,57258391310,11390,255,D,4984430.00,5020000.00
Gold.Coin.140012,20200202,4990000.00,5014000.00,4952000.00,4984430.00,135626350770,27210,382,D,5099736.00,5000000.00
Gold.Coin.140012,20200201,5112433.00,5135000.00,5055000.00,5099736.00,103167659590,20230,433,D,5106232.00,5055000.00
Gold.Coin.140012,20200128,5085333.00,5130000.00,5085000.00,5106232.00,101818261930,19940,396,D,5069549.00,5110000.00
Gold.Coin.140012,20200127,5000011.00,5080000.00,5000011.00,5069549.00,78932878460,15570,382,D,4990263.00,5070102.00
Gold.Coin.140012,20200126,5000000.00,5000000.00,4980001.00,4990263.00,173012411200,34670,347,D,4957148.00,4990003.00
Gold.Coin.140012,20200125,4949000.00,4988999.00,4942119.00,4957148.00,148317887660,29920,438,D,4911106.00,4961999.00
Gold.Coin.140012,20200122,4900000.00,4927000.00,4888011.00,4911106.00,56526832110,11510,208,D,4904270.00,4926888.00
Gold.Coin.140012,20200121,4908000.00,4930000.00,4890003.00,4904270.00,88129741700,17970,268,D,4932431.00,4917000.00
Gold.Coin.140012,20200120,4900011.00,4959960.00,4900011.00,4932431.00,65404042350,13260,272,D,4888933.00,4924999.00
Gold.Coin.140012,20200119,4889981.00,4910000.00,4871000.00,4888933.00,52800479620,10800,264,D,4932716.00,4885103.00
Gold.Coin.140012,20200118,4936000.00,4950000.00,4903000.00,4932716.00,78479514960,15910,390,D,5014812.00,4920000.00
Gold.Coin.140012,20200115,5019999.00,5079999.00,4953000.00,5014812.00,71410929820,14240,528,D,4933876.00,4970000.00
Gold.Coin.140012,20200114,4874000.00,5050000.00,4850000.00,4933876.00,220642940140,44720,833,D,4843546.00,5019999.00
Gold.Coin.140012,20200113,4840000.00,4887000.00,4815000.00,4843546.00,90719613860,18730,357,D,4807691.00,4874010.00
Gold.Coin.140012,20200112,4780003.00,4848000.00,4780003.00,4807691.00,98317284250,20450,477,D,4853891.00,4847000.00
Gold.Coin.140012,20200111,4880083.00,4880083.00,4787009.00,4853891.00,147703916830,30430,378,D,5136929.00,4812000.00
Gold.Coin.140012,20200108,5200000.00,5200000.00,5020000.00,5136929.00,268815482630,52330,1130,D,5264459.00,5100000.00
Gold.Coin.140012,20200107,5265301.00,5265301.00,5210000.00,5264459.00,142982722710,27160,329,D,5014573.00,5265301.00
Gold.Coin.140012,20200105,4900006.00,5078905.00,4900006.00,5014573.00,261108833890,52070,1033,D,4837053.00,5078905.00
Gold.Coin.140012,20200104,4881000.00,4881000.00,4800000.00,4837053.00,109849485940,22710,537,D,4649457.00,4825113.00
Gold.Coin.140012,20200101,4658000.00,4659990.00,4630000.00,4649457.00,50865061780,10940,216,D,4636864.00,4640000.00
Gold.Coin.140012,20191231,4621000.00,4650000.00,4621000.00,4636864.00,67373633160,14530,269,D,4575823.00,4621116.00
Gold.Coin.140012,20191230,4569006.00,4585000.00,4563009.00,4575823.00,23931555110,5230,161,D,4586340.00,4566001.00
Gold.Coin.140012,20191229,4600000.00,4600000.00,4571100.00,4586340.00,23344472020,5090,194,D,4587057.00,4573005.00
Gold.Coin.140012,20191228,4567777.00,4605621.00,4560000.00,4587057.00,32568106780,7100,275,D,4552043.00,4592000.00
Gold.Coin.140012,20191225,4551997.00,4570000.00,4535000.00,4552043.00,21667724890,4760,177,D,4546716.00,4558860.00
Gold.Coin.140012,20191224,4525000.00,4574900.00,4520000.00,4546716.00,26416419940,5810,145,D,4486931.00,4525000.00
Gold.Coin.140012,20191223,4490011.00,4510000.00,4460001.00,4486931.00,20146321950,4490,153,D,4528698.00,4510000.00
Gold.Coin.140012,20191222,4585000.00,4585000.00,4501112.00,4528698.00,17707209490,3910,193,D,4538622.00,4513701.00
Gold.Coin.140012,20191221,4521112.00,4550000.00,4521112.00,4538622.00,39440631600,8690,236,D,4447719.00,4530011.00
Gold.Coin.140012,20191218,4499896.00,4499896.00,4420112.00,4447719.00,19747873290,4440,179,D,4487415.00,4430000.00
Gold.Coin.140012,20191217,4498999.00,4500000.00,4461000.00,4487415.00,23693554510,5280,222,D,4428982.00,4488800.00
Gold.Coin.140012,20191216,4400000.00,4459699.00,4399000.00,4428982.00,74096876490,16730,280,D,4325838.00,4445000.00
Gold.Coin.140012,20191215,4311555.00,4365000.00,4288079.00,4325838.00,45421296830,10500,411,D,4408514.00,4364999.00
Gold.Coin.140012,20191214,4499999.00,4499999.00,4361500.00,4408514.00,108361276900,24580,407,D,4513102.00,4365000.00
Gold.Coin.140012,20191211,4510200.00,4538900.00,4493000.00,4513102.00,88817861180,19680,544,D,4727919.00,4519001.00
Gold.Coin.140012,20191210,4711001.00,4750000.00,4680002.00,4727919.00,98104317680,20750,655,D,4684519.00,4680002.00
Gold.Coin.140012,20191209,4670111.00,4700000.00,4655000.00,4684519.00,57197979900,12210,271,D,4659642.00,4655014.00
Gold.Coin.140012,20191208,4656111.00,4689999.00,4630000.00,4659642.00,91608575130,19660,361,D,4618090.00,4654999.00
Gold.Coin.140012,20191207,4601001.00,4638888.00,4601001.00,4618090.00,50060100460,10840,341,D,4555701.00,4635000.00
Gold.Coin.140012,20191204,4550000.00,4585000.00,4511000.00,4555701.00,56445142380,12390,270,D,4448542.00,4583200.00
Gold.Coin.140012,20191203,4465000.00,4469800.00,4434000.00,4448542.00,15747838450,3540,148,D,4480189.00,4458012.00
Gold.Coin.140012,20191202,4500000.00,4502000.00,4465100.00,4480189.00,40590510680,9060,358,D,4445256.00,4467285.00
Gold.Coin.140012,20191201,4426000.00,4490000.00,4421000.00,4445256.00,60722195130,13660,293,D,4414563.00,4465000.00
Gold.Coin.140012,20191130,4390001.00,4432000.00,4390001.00,4414563.00,169121903830,38310,404,D,4300812.00,4420000.00
Gold.Coin.140012,20191127,4299000.00,4350000.00,4262009.00,4300812.00,79091935420,18390,304,D,4281669.00,4325000.00
Gold.Coin.140012,20191126,4266666.00,4299000.00,4266666.00,4281669.00,31641538940,7390,237,D,4310092.00,4299000.00
Gold.Coin.140012,20191125,4330000.00,4330000.00,4285000.00,4310092.00,53703747890,12460,339,D,4247586.00,4312000.00
Gold.Coin.140012,20191124,4206000.00,4274000.00,4206000.00,4247586.00,37251332240,8770,231,D,4150580.00,4270000.00
Gold.Coin.140012,20191123,4172999.00,4172999.00,4135000.00,4150580.00,22911201710,5520,177,D,4174292.00,4166988.00
Gold.Coin.140012,20191120,4151111.00,4189000.00,4150002.00,4174292.00,57605232020,13800,201,D,4165642.00,4180004.00
Gold.Coin.140012,20191119,4150000.00,4189999.00,4144448.00,4165642.00,46571873580,11180,230,D,4179264.00,4160000.00
Gold.Coin.140012,20191118,4288700.00,4288700.00,4110000.00,4179264.00,74683446210,17870,433,D,4318375.00,4165000.00
Gold.Coin.140012,20191117,4340000.00,4379999.00,4251003.00,4318375.00,75010171150,17370,380,D,4228897.00,4300000.00
Gold.Coin.140012,20191116,4135000.00,4257254.00,4135000.00,4228897.00,99336802660,23490,423,D,4054528.00,4256500.00
Gold.Coin.140012,20191113,4039000.00,4068999.00,4039000.00,4054528.00,55141576860,13600,265,D,4016375.00,4064000.00
Gold.Coin.140012,20191112,4008000.00,4021700.00,4004444.00,4016375.00,55707120880,13870,153,D,4017766.00,4009000.00
Gold.Coin.140012,20191111,4009800.00,4030000.00,4003000.00,4017766.00,30695731930,7640,159,D,3990903.00,4016000.00
Gold.Coin.140012,20191110,3990000.00,3998997.00,3981000.00,3990903.00,17041154520,4270,112,D,3941293.00,3994149.00
Gold.Coin.140012,20191109,3950000.00,3950000.00,3920000.00,3941293.00,25303104390,6420,156,D,4008307.00,3948001.00
Gold.Coin.140012,20191105,3999000.00,4011955.00,3995000.00,4008307.00,27817654040,6940,157,D,3971889.00,4011940.00
Gold.Coin.140012,20191104,3970000.00,3985000.00,3960000.00,3971889.00,30345236650,7640,145,D,3999270.00,3984899.00
Gold.Coin.140012,20191103,4010000.00,4010000.00,3991003.00,3999270.00,22035979400,5510,151,D,3951732.00,3997000.00
Gold.Coin.140012,20191102,3931000.00,3995000.00,3931000.00,3951732.00,41414156660,10480,188,D,3889227.00,3979000.00
Gold.Coin.140012,20191030,3899999.00,3900000.00,3881110.00,3889227.00,13612293670,3500,122,D,3918948.00,3899900.00
Gold.Coin.140012,20191028,3840000.00,3948000.00,3840000.00,3918948.00,16655528870,4250,153,D,3854909.00,3917001.00
Gold.Coin.140012,20191026,3890000.00,3894000.00,3830001.00,3854909.00,41748667110,10830,158,D,3889837.00,3875000.00
Gold.Coin.140012,20191023,3909000.00,3909000.00,3870002.00,3889837.00,8907727560,2290,79,D,3931222.00,3887500.00
Gold.Coin.140012,20191022,3931000.00,3943999.00,3921002.00,3931222.00,11754352760,2990,89,D,3943925.00,3930879.00
Gold.Coin.140012,20191021,3967999.00,3967999.00,3940000.00,3943925.00,6310279810,1600,70,D,3949163.00,3947000.00
Gold.Coin.140012,20191020,3960000.00,3963990.00,3941501.00,3949163.00,11373590110,2880,113,D,3965452.00,3950001.00
Gold.Coin.140012,20191016,3962000.00,3973000.00,3959000.00,3965452.00,26330601990,6640,111,D,3973697.00,3972000.00
Gold.Coin.140012,20191015,3987997.00,3987998.00,3963000.00,3973697.00,12715830730,3200,97,D,3952563.00,3966008.00
Gold.Coin.140012,20191014,3944999.00,3964000.00,3940000.00,3952563.00,17509855630,4430,116,D,3953838.00,3960001.00
Gold.Coin.140012,20191013,3960000.00,3964000.00,3950000.00,3953838.00,20678572180,5230,121,D,3970540.00,3950000.00
Gold.Coin.140012,20191012,3990000.00,3990000.00,3961004.00,3970540.00,14293943550,3600,151,D,3994905.00,3961004.00
Gold.Coin.140012,20191009,3999955.00,4006000.00,3980000.00,3994905.00,12743746140,3190,61,D,3981637.00,4000020.00
Gold.Coin.140012,20191008,3993000.00,3996888.00,3970000.00,3981637.00,15090404960,3790,127,D,3972092.00,3993000.00
Gold.Coin.140012,20191007,3966035.00,3985500.00,3966035.00,3972092.00,11757393710,2960,70,D,3969919.00,3974889.00
Gold.Coin.140012,20191006,3970000.00,3987996.00,3955001.00,3969919.00,19412903340,4890,87,D,3993587.00,3975900.00
Gold.Coin.140012,20191005,3999995.00,4002999.00,3981000.00,3993587.00,15415246270,3860,126,D,3961023.00,3990000.00
Gold.Coin.140012,20191002,3952000.00,3984899.00,3952000.00,3961023.00,24281070730,6130,115,D,3952914.00,3981000.00
Gold.Coin.140012,20191001,3979900.00,3986900.00,3940000.00,3952914.00,58305476530,14750,220,D,4000075.00,3946000.00
Gold.Coin.140012,20190930,4000007.00,4015000.00,3995000.00,4000075.00,47280893690,11820,190,D,3987431.00,3995000.00
